Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1370)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1402)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1409)",,,"Reconstruction Position - Unlabeled Track (1430)",,,"Reconstruction Position - Unlabeled Track (1431)",,,"Reconstruction Position - Unlabeled Track (1432)",,,"Reconstruction Position - Unlabeled Track (1433)",,,"Reconstruction Position - Unlabeled Track (1438)",,,"Reconstruction Position - Unlabeled Track (1440)",,,"Reconstruction Position - Unlabeled Track (1442)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
826,0,"-1640.9","-190.157","944.915","nan","nan","nan","-2183.81","117.995","872.903","-1823.25","-132.687","532.04","-1834.45","-138.202","142.377","-1907.67","-23.7834","970.85","-1942.16","-143.689","759.255","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
827,0,"-1641.06","-190.873","946.112","nan","nan","nan","-2183.61","118.231","877.738","-1824.6","-134.262","532.314","-1834.61","-138.136","142.107","-1907.38","-24.4432","974.243","-1943.18","-143.343","762.017","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
828,0,"-1641.1","-191.871","947.3","nan","nan","nan","-2183.28","118.504","882.883","-1825.97","-135.963","532.422","-1834.76","-138.183","141.891","-1907","-25.4387","977.413","-1944.08","-143.124","764.713","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
829,0,"-1641.15","-193.03","948.727","nan","nan","nan","-2182.71","118.938","887.664","-1827.24","-137.667","532.378","-1834.88","-138.299","141.99","-1906.41","-26.146","980.798","-1944.86","-142.86","767.258","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
830,0,"-1641.07","-194.522","950.104","nan","nan","nan","-2182","119.305","892.699","-1828.51","-139.553","532.482","-1834.72","-138.562","141.313","-1905.68","-27.0876","983.955","-1945.67","-142.819","770.122","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
831,0,"-1641.13","-196.087","951.447","nan","nan","nan","-2181.04","119.759","897.302","-1829.57","-141.53","532.49","-1834.88","-138.613","141.716","-1904.91","-28.4032","986.773","-1946.3","-142.764","772.541","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
832,0,"-1641.05","-197.959","952.77","nan","nan","nan","-2179.89","120.187","901.778","-1830.38","-143.526","532.807","-1835.32","-137.124","143.475","-1903.92","-29.3973","989.843","-1946.88","-142.854","775.27","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
833,0,"-1641.1","-200.068","953.925","nan","nan","nan","-2178.57","120.647","906.042","-1830.15","-145.945","532.703","-1834.69","-140.057","140.462","-1902.81","-30.5282","992.709","-1947.48","-143.088","778.041","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
834,0,"-1641","-202.24","954.908","nan","nan","nan","-2177.13","120.937","910.074","-1830.12","-147.581","533.286","-1835.03","-138.596","142.956","-1901.73","-31.9484","995.307","-1947.95","-143.623","780.482","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
835,0,"-1641","-204.589","955.779","nan","nan","nan","-2175.56","121.235","913.688","-1830.31","-149.005","533.916","-1834.33","-140.646","140.532","-1900.48","-33.2839","997.884","-1948.04","-144.047","782.677","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
836,0,"-1640.88","-207.083","956.602","nan","nan","nan","-2173.93","121.503","917.042","-1829.17","-152.518","533.061","-1834.02","-140.917","141.061","-1899.18","-34.6623","1000.39","-1947.92","-144.043","784.904","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
837,0,"-1640.88","-209.596","957.159","nan","nan","nan","-2172.2","121.679","920.323","-1827.97","-155.069","533.204","-1833.54","-141.027","141.887","-1897.88","-36.137","1002.63","-1947.82","-144.572","787.042","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
838,0,"-1640.77","-212.121","957.656","nan","nan","nan","-2170.44","121.894","923.343","-1826.55","-157.865","533.299","-1832.83","-141.257","142.323","-1896.41","-37.4202","1004.88","-1947.61","-145.14","789.246","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
839,0,"-1640.6","-214.646","958.063","nan","nan","nan","-2168.66","122.077","926.185","-1825.07","-160.639","533.811","-1831.99","-141.684","142.678","-1894.91","-38.6379","1006.92","-1947.29","-145.817","791.127","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
840,0,"-1640.42","-217.107","958.382","nan","nan","nan","-2166.81","122.292","928.763","-1823.45","-163.597","533.975","-1831.23","-141.852","143.853","-1893.45","-40.1391","1008.5","-1946.86","-146.579","792.945","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
841,0,"-1640.16","-219.415","958.633","nan","nan","nan","-2164.93","122.428","931.039","-1821.74","-166.428","534.341","-1831.19","-139.795","149.529","-1891.87","-41.116","1010.16","-1946.36","-147.401","794.601","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
842,0,"-1639.79","-221.629","958.665","nan","nan","nan","-2162.98","122.562","933.135","-1819.9","-169.35","534.384","-1829.43","-142.627","146.992","-1890.38","-42.3397","1011.31","-1945.86","-148.345","796.102","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
843,0,"-1639.4","-223.771","958.51","nan","nan","nan","-2160.97","122.665","935.067","-1818.29","-172.017","535.224","-1828.63","-142.568","148.642","-1888.84","-43.4626","1012.45","-1945.33","-149.376","797.335","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
844,0,"-1638.92","-225.584","958.077","nan","nan","nan","-2158.89","122.715","936.915","-1816.84","-174.665","535.651","-1827.34","-144.238","148.404","-1887.29","-44.4835","1013.34","-1944.84","-150.498","798.581","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
845,0,"-1638.2","-227.3","957.412","nan","nan","nan","-2156.74","122.834","938.434","-1815.65","-177.147","536.159","-1826.9","-142.984","152.221","-1885.73","-45.7657","1013.97","-1944.32","-151.674","799.555","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
846,0,"-1637.32","-228.81","956.55","nan","nan","nan","-2154.53","122.889","939.827","-1814.79","-179.458","536.55","-1825.23","-146.529","149.897","-1884.17","-47.1342","1014.34","-1943.91","-152.983","800.492","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
847,0,"-1636.28","-230.062","955.347","nan","nan","nan","-2152.29","122.951","941.22","-1814.25","-181.551","537.092","-1823.49","-149.407","148.225","-1882.48","-48.3112","1014.73","-1943.51","-154.355","801.041","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
848,0,"-1634.98","-231.163","953.764","nan","nan","nan","-2150.04","123.058","942.349","-1813.98","-183.37","537.47","-1821.84","-151.365","148.519","-1880.79","-49.5025","1014.89","-1943.17","-155.792","801.637","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
849,0,"-1633.57","-231.881","951.776","nan","nan","nan","-2147.77","123.162","943.37","-1813.85","-184.917","537.846","-1819.74","-153.279","149.098","-1879.06","-51.0553","1014.75","-1942.92","-157.626","801.657","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
850,0,"-1632.12","-232.317","949.324","nan","nan","nan","-2145.49","123.254","944.292","-1813.88","-186.098","538.261","-1816.6","-157.044","148.805","-1877.2","-51.9738","1014.84","-1942.7","-159.66","801.663","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
851,0,"-1630.67","-232.535","946.488","nan","nan","nan","-2143.24","123.386","944.951","-1813.96","-186.931","538.733","-1813.04","-161.766","148.659","-1875.51","-53.2446","1014.56","-1942.28","-161.046","801.797","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
852,0,"-1629.21","-232.343","943.093","nan","nan","nan","-2140.97","123.437","945.628","-1813.95","-188.511","537.69","-1808.8","-167.692","148.02","-1873.62","-54.0246","1014.52","-1941.83","-162.528","801.747","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
853,0,"-1627.76","-232.124","939.55","nan","nan","nan","-2138.75","123.571","945.903","-1813.74","-188.684","537.607","-1804.41","-173.838","147.786","-1872.02","-55.0128","1014.19","-1941.39","-163.672","801.849","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
854,0,"-1626.36","-231.565","935.551","nan","nan","nan","-2136.58","123.651","946.335","-1813.4","-188.893","537.323","-1799.47","-180.99","147.152","-1870.4","-55.8382","1013.81","-1940.81","-165.018","801.783","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
855,0,"-1625.05","-230.748","931.386","nan","nan","nan","-2134.44","123.814","946.392","-1812.88","-189.048","536.927","-1794.33","-188.662","146.855","-1868.81","-56.4358","1013.39","-1940.3","-166.002","801.796","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
856,0,"-1623.75","-229.666","926.771","nan","nan","nan","-2132.38","123.906","946.553","-1812.11","-189.251","536.191","-1789.03","-196.873","146.677","-1867.27","-57.2183","1012.55","-1939.56","-167.171","801.76","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
857,0,"-1622.57","-228.311","922.016","nan","nan","nan","-2130.28","124.171","946.577","-1811.06","-189.743","535.108","-1783.74","-205.346","146.502","-1865.82","-57.8354","1011.77","-1939.02","-167.889","801.77","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
858,0,"-1621.6","-226.648","917.068","nan","nan","nan","-2128.22","124.359","946.554","-1809.8","-190.205","534.359","-1777.51","-215.718","145.675","-1864.34","-58.2917","1010.78","-1938.45","-168.796","801.329","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
859,0,"-1620.71","-224.776","911.991","nan","nan","nan","-2126.16","124.618","946.478","-1808.17","-191.296","532.407","-1772.38","-224.073","145.821","-1862.88","-58.4067","1009.84","-1937.92","-169.576","801.052","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
860,0,"-1619.89","-222.783","906.703","nan","nan","nan","-2124.1","124.916","946.264","-1806.5","-192.226","531.267","-1766.67","-233.539","145.492","-1861.48","-58.7427","1008.59","-1937.44","-170.322","800.435","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
861,0,"-1619.13","-220.479","901.348","nan","nan","nan","-2122","125.212","946.112","-1804.47","-193.751","529.743","-1761.49","-242.061","146.297","-1860.12","-58.9842","1007.06","-1937.06","-170.933","800.114","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
862,0,"-1618.39","-218.044","895.732","nan","nan","nan","-2119.93","125.509","945.781","-1802.35","-195.643","528.391","-1756.1","-251.343","145.527","-1858.89","-59.0648","1005.59","-1936.79","-171.729","799.162","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
863,0,"-1617.71","-215.325","890.078","nan","nan","nan","-2117.87","125.859","945.335","-1799.97","-197.647","527.02","-1751.61","-259.2","146.182","-1857.61","-59.0152","1003.96","-1936.57","-172.131","798.736","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
864,0,"-1617.21","-212.556","884.031","nan","nan","nan","-2115.83","126.154","944.961","-1797.42","-200.138","525.49","-1746.86","-267.693","144.93","-1856.36","-58.9242","1002.19","-1936.42","-173.164","797.25","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
865,0,"-1616.66","-209.572","878.093","nan","nan","nan","-2113.78","126.477","944.281","-1794.68","-203.172","523.912","-1743.04","-274.896","144.435","-1855.23","-58.8484","1000.14","-1936.15","-172.058","798.522","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
866,0,"-1616.33","-206.25","871.825","nan","nan","nan","-2111.8","126.814","943.687","-1791.8","-206.383","522.493","-1740.13","-280.332","144.865","-1854.08","-58.5555","998.23","-1935.82","-172.758","797.115","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
867,0,"-1616.15","-202.878","865.703","nan","nan","nan","-2109.86","127.174","942.734","-1788.78","-210.318","520.315","-1737.33","-286.3","142.627","-1852.99","-58.2751","996.031","-1935.5","-173.229","795.814","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
868,0,"-1616.1","-199.321","859.424","nan","nan","nan","-2107.96","127.559","941.784","-1785.7","-214.175","518.488","-1735.44","-290.301","141.143","-1851.94","-57.8561","993.872","-1935.11","-173.476","794.567","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
869,0,"-1616.1","-195.422","853.203","nan","nan","nan","-2106.13","127.939","940.73","-1782.16","-219.148","515.309","-1734.19","-293.153","138.828","-1850.95","-57.5521","991.683","-1934.6","-173.601","793.192","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
870,0,"-1616.3","-191.442","847.014","nan","nan","nan","-2104.38","128.231","939.528","-1779.13","-223.495","513.13","-1733.83","-294.546","136.099","-1850.07","-57.2266","989.502","-1934.03","-173.679","791.836","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
871,0,"-1616.36","-187.283","840.946","nan","nan","nan","-2102.69","128.559","938.384","-1776.26","-227.828","511.166","-1734.03","-294.853","132.859","-1849.22","-56.5586","987.463","-1933.47","-173.88","790.402","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
872,0,"-1616.61","-183.117","834.997","nan","nan","nan","-2101.01","128.997","936.925","-1773.97","-230.514","509.839","-1734.22","-295.66","129.669","-1848.44","-56.3002","985.274","-1932.74","-174.012","788.967","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
873,0,"-1616.78","-178.889","829.086","nan","nan","nan","-2099.36","129.31","935.568","-1771.98","-232.695","509.597","-1734.55","-295.728","129.194","-1847.75","-55.4522","983.361","-1932.06","-174.191","787.616","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
874,0,"-1617.07","-174.628","823.325","nan","nan","nan","-2097.75","129.679","934.071","-1770.39","-234.364","511.097","-1734.72","-295.513","130.345","-1847.04","-54.8677","981.256","-1931.22","-174.335","786.23","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
875,0,"-1617.41","-170.508","817.937","nan","nan","nan","-2096.12","129.969","932.545","-1768.25","-237.001","512.403","-1734.29","-295.825","130.879","-1846.36","-54.1808","979.063","-1930.15","-174.322","785.227","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
876,0,"-1617.81","-166.616","812.692","nan","nan","nan","-2094.55","130.247","930.905","-1766.97","-238.041","513.89","-1733.78","-295.655","132.052","-1845.6","-53.2679","977.067","-1928.94","-174.209","784.017","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
877,0,"-1618.11","-162.981","807.795","nan","nan","nan","-2092.96","130.451","929.131","nan","nan","nan","-1733.03","-295.336","133.387","-1844.79","-52.721","974.858","-1927.5","-174.113","782.876","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
